module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.DKC_Msg_Pass	玩家#C(#00EE00)%s#n成功通关#C(#ffff37)%s#n，激活称号#C(#F2FE5E)%s#n	Le joueur#C(#00EE00)%s#n a franchi le niveau#C(#ffff37)%s#n avec succès，il a activé le titre #C(#F2FE5E)%s#n	1
Common.Other.GlobalPrompt.DKC_Tips_Head	试练成功通关，获得：#H	Vous avez franchi le niveau d'essai avec succès, vous avez reçu :#H	1
Common.Other.GlobalPrompt.DML_Broadcast_Mount	#C(#E87D22)【天马行空】#n#C(#00EE00)%s#n在天马行空活动运气爆棚，获得了#Z(%s,%s)，实在是太令人羡慕了！	#C(#E87D22)【cheval volant vers le ciel】#n#C(#00EE00)%s#n a une bonne chance dans l'activité du cheval volant vers le ciel, il a reçu#Z(%s,%s)，cela fait envier aux autres ！	1
Common.Other.GlobalPrompt.DML_Tips_Head	恭喜你获得#H	Félicitations pour vous de recevoir#H	1
Common.Other.GlobalPrompt.DRAGON_ITEM_NOT_EVO	没有对应品质的神龙，无法使用！	Vous n'avez pas de dragon magique qui a un attribut correspondant, vous ne pouvez pas utiliser!	1
Common.Other.GlobalPrompt.DRAGON_LUCKY_DIG_MSG	每次挖宝仅可使用一次幸运挖宝	Vous ne pouvez utiliser arrachage du trésor avec chance qu'une fois dans arrachage du trésor	1
Common.Other.GlobalPrompt.DRAGON_REWARD_HEARSAY	#C(#EE7600)【砸龙蛋】#n#C(#00EE00)%s#n人品真是太好了，在#C(#00EE00)砸龙蛋#n活动中砸出了震惊全服的奖励：#Z(%s,%s)	#C(#EE7600)【casser les oeufs du dragon】#n#C(#00EE00)%s#n a vraiment de la chance,dans l'activité pour #C(#00EE00)casser les oeufs du dragon#n il a reçu une récompense qui fait une surprise dans tous les serveurs：#Z(%s,%s)	1
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG1	恭喜你获得:魔晶+ %s	félicitations ,vous avez acquis:cristal magique + %s	1
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG2	恭喜你获得:经验+ %s	félicitations ,vous avez acquis:expérience + %s	1
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG3	恭喜你获得:金币+ %s	félicitations ,vous avez acquis:pièce d'or + %s	1
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG4	恭喜你获得:金锄头+1	félicitations ,vous avez acquis:houe d'or +1	1
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG5	恭喜你获得:幸运挖宝次数+1	félicitations ,vous avez acquis:le nombre des fois de l'arrachage du trésor avec chance+1	1
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG6	恭喜你获得:#H#Z(%s,%s)	félicitations ,vous avez acquis:#H#Z(%s,%s)	1
Common.Other.GlobalPrompt.DRAGON_UPGRADE_PROMPT	进化成功	Evolution avec succès	1
Common.Other.GlobalPrompt.DT_AWAKEN_SUCCESS_HEARSAY	#C(#EE7600)【神龙】#n#C(#00EE00)%s#n唤醒了#C(#00EE00)%s#n，竟然拥有这等呼风唤雨的能力，究竟是何方神圣？！	#C(#EE7600)【dragon magique】#n#C(#00EE00)%s#n a réveillé #C(#00EE00)%s#n，il possède une compétence géniale afin d'appeler de la pluie et du vent, il est quel dieu？！	1
Common.Other.GlobalPrompt.DT_COLLECT_SOUL_CRIT_SUCCESS_PROMPT	暴击成功，出现%s倍暴击，获得%s龙灵	vous avez gagné %s fois de récompense, et reçu %s esprit du dragon	1
Common.Other.GlobalPrompt.DT_COLLECT_SOUL_SUCCESS_PROMPT	聚灵成功，获得%s龙灵	concentration des âmes avec succès, vous avez reçu %s esprit du dragon	1
Common.Other.GlobalPrompt.DT_EVOLVE_FAIL_PROMPT	进化失败，祝福值提升%s点	évolution avec échec, la valeur du souhait est augmenté de %s points	1
Common.Other.GlobalPrompt.DT_EVOLVE_SUCCESS_HEARSAY	#C(#EE7600)【神龙】#n#C(#00EE00)%s#n将#C(#00EE00)%s#n进化至#C(#00EE00)%s#n，实在是太不可思议了！	#C(#EE7600)【dragon magique】#n#C(#00EE00)%s#n a évolué #C(#00EE00)%s#n à #C(#00EE00)%s#n，c'est incroyable！	1
Common.Other.GlobalPrompt.DT_EVOLVE_SUCCESS_PROMPT	恭喜，%s成功进化至%s	Félicitations,%s est évolué à %s avec succès	1
Common.Other.GlobalPrompt.DT_UPGRADE_BALL_SUCCESS_PROMPT	恭喜，点亮龙魂成功	Félicitations, vous avez allumé l'âme du dragon avec succès	1
Common.Other.GlobalPrompt.DUKE_ATTACK	攻	attaque 	1
Common.Other.GlobalPrompt.DUKE_BUFF_MSG	#C(#00EE00)%s#n公会的#C(#00EE00)%s#n激活了#C(#ffff37)%s#n级神力BUFF	Guilde-#C(#00EE00)%s#n，membre-#C(#00EE00)%s#n a activé le BUFF de force divine au niveau #C(#ffff37)%s#n	1
Common.Other.GlobalPrompt.DUKE_DEFENCE	守	défense 	1
Common.Other.GlobalPrompt.DUKE_END_MSG1	#C(#EE7600)【城主轮值】#n活动已经结束，防守方胜利，获胜公会为#C(#00EE00)%s#n	#C(#EE7600)【Seigneur】#nl'activité est finie, la part de défense a vaincu, la guilde gagante est#C(#00EE00)%s#n	1
Common.Other.GlobalPrompt.DUKE_END_MSG2	#C(#EE7600)【城主轮值】#n活动已经结束，攻击方胜利，获胜公会为#C(#00EE00)%s#n	#C(#EE7600)【Seigneur】#nl'activité est finie, la parti d'attaque a vaincu, la guilde gagante est#C(#00EE00)%s#n	1
Common.Other.GlobalPrompt.DUKE_GAME_OVER	#C(#EE7600)【城主轮值】#n经过一番苦战，终于连圣城守护神也被击败了，已经没人能阻止他们了！	#C(#EE7600)【Seigneur】#n après les combat difficiles, le dieu de protection de la cité du sacré est enfin échoué, personne ne peut les arrêter！	1
Common.Other.GlobalPrompt.DUKE_KILLED_MSG	众寡悬殊，再强的勇士也抵挡不住。#C(#00EE00)%s#n终结了#C(#00EE00)%s#n的#C(#ffff37)%s#n连杀	#C(#00EE00)%s#n a arrêté le record de #C(#ffff37)%s#n,combo:#C(#00EE00)%s#n	1
Common.Other.GlobalPrompt.DUKE_KILL_FIFTEEN	#C(#00EE00)%s#n在#C(#EE7600)【城主轮值】#n活动中已经连续击杀#C(#ffff37)%s#n人了，地球人已经无法阻挡他了	#C(#00EE00)%s#n a tué#C(#ffff37)%s#n personnes consécutivemnt dans #C(#EE7600)【Seigneur】#n，le peuple dans la Terre n'arrive pas à l'arrêter	1
Common.Other.GlobalPrompt.DUKE_KILL_FIVE	#C(#00EE00)%s#n在#C(#EE7600)【城主轮值】#n活动中已经连续击杀#C(#ffff37)5#n人了，真是如妖怪一般的杀戮	#C(#00EE00)%s#n a tué #C(#ffff37)5#n personnes consécutivement dans #C(#EE7600)【Seigneur】#n，c'est vraiment un massacre comme le monstre	1
Common.Other.GlobalPrompt.DUKE_KILL_TEN	#C(#00EE00)%s#n在#C(#EE7600)【城主轮值】#n活动中已经连续击杀#C(#ffff37)10#n人了，围观的小伙伴们都惊呆了	#C(#00EE00)%s#n a tué#C(#ffff37)10#n personnes consécutivemnt dans #C(#EE7600)【Seigneur】#n，les copains qui ont vu sont étonnés	1
Common.Other.GlobalPrompt.DUKE_LEADER_NAME	城主	 seigneur de la cité	1
Common.Other.GlobalPrompt.DUKE_MAIL	【城主轮值】	【Seigneur】	1
Common.Other.GlobalPrompt.DUKE_MAIL_DESC	你所在的公会获得了参与活动【城主轮值】的资格，请注意准时参加。若你现在退出公会，将失去参加资格。	votre guilde a qualification pour participer à 【Seigneur】, faites attention à y participer à temps. Si vous quittez la guilde, vous perdrez la qulification de la participation	1
Common.Other.GlobalPrompt.DUKE_MAIL_TITLE	系统	système  	1
Common.Other.GlobalPrompt.DUKE_NOT_JION_MSG	离开公会24小时内，无法参加城主轮值	Vous ne pouvez pas aparticiper à la 【Seigneur】pendant 24 heures depuis que vous quittez la guilde	1
Common.Other.GlobalPrompt.DUKE_NO_PER	您未满足参与该活动的资格	vous n'avez pas de qualification pour participer à l'activité	1
Common.Other.GlobalPrompt.DUKE_NO_START	活动还未开启	l'activité ne commence pas encore	1
Common.Other.GlobalPrompt.DUKE_ON_CD	冷却中，请稍等。。。	au cours du refroidissement,patientez-vous.	1
Common.Other.GlobalPrompt.DUKE_PLAYER_LOST	该玩家已被击败，请选择其他战斗对象	le joueur est échoué, choisissez une autre cible	1
Common.Other.GlobalPrompt.DUKE_READY_MSG1	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)1#n小时后开始，请各公会做好参加准备	#C(#EE7600)【Seigneur】#n commence dans #C(#ffff37)1#n heure, que toutes les guildes soient prêtes pour y participer 	1
Common.Other.GlobalPrompt.DUKE_READY_MSG2	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)2#n小时后开始，请各公会做好参加准备	#C(#EE7600)【Seigneur】#n commence dans #C(#ffff37)2#n heures, que toutes les guildes soient prêtes pour y participer 	1
Common.Other.GlobalPrompt.DUKE_READY_MSG3	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)5#n分钟后开始，请各公会做好参加准备	#C(#EE7600)【Seigneur】#n commence dans #C(#ffff37)5#n mins, que toutes les guildes soient prêtes pour y participer 	1
Common.Other.GlobalPrompt.DUKE_READY_MSG4	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)1#n分钟后开始，各公会可进场提前准备	#C(#EE7600)【Seigneur】#n commence dans #C(#ffff37)1#n minute , que toutes les guildes soient prêtes pour y participer 	1
Common.Other.GlobalPrompt.DUKE_START_MSG	#C(#EE7600)【城主轮值】#n活动已经开始，勇士们请速速进入战场	#C(#EE7600)【Seigneur】#n l'activité a commencé,que les guerriers entrent au combat 	1
Common.Other.GlobalPrompt.DailyFB_Name_0	试炼场	champs d'essai	1
Common.Other.GlobalPrompt.DailyFB_Name_1	初级试炼场，获得：#H	champs d'essai primaire，acquérir：#H	1
Common.Other.GlobalPrompt.DailyFB_Name_2	中级试炼场，获得：#H	champs d'essai moyen，acquérir：#H	1
Common.Other.GlobalPrompt.DailyFB_Name_3	高级试炼场，获得：#H	champs d'essai avancé，acquérir：#H	1
Common.Other.GlobalPrompt.DailyFB_Tips_AfterNewDayFail	试炼场在每日00:00重置后自动传出场景	champs d'essai est envoyé des scènes automatiquement après la réinitialisation à 0h tous les jours	1
Common.Other.GlobalPrompt.DailyFB_Tips_Exp	经验 +%s#H	expérience  +%s#H	1
Common.Other.GlobalPrompt.DailyFB_Tips_Head	顺利通关	franchissement avec succès 	1
Common.Other.GlobalPrompt.DailyFB_Tips_MaxFight	你击杀怪物数量已达到今日最大击杀上限，已传出试炼场景	La quantité des monstres tués par vous atteint le plafond pour aujourd'hui, vous avez déjà été envoyé hors de la scène du champs d'essai	1
Common.Other.GlobalPrompt.DailyFB_Tips_Money	金币 +%s#H	pièce d'or+%s#H	1
Common.Other.GlobalPrompt.DailySeckill_CDTips	您的手太快了，请%s秒后再点击购买	Vous êtes vraiment très rapide, acheter dans%s secondes	1
Common.Other.GlobalPrompt.DailySeckill_GetReadyTips	天天秒杀活动即将开启，英雄们请做好准备哟！	l'activité de l'achat en une seconde commencera, faites les préparations, les héros!	1
Common.Other.GlobalPrompt.DailySeckill_PackageFulltips	您的背包空间不足，请先整理背包	la place de votre sac à dos ne suffit pas,arrangez-le tout d'abord	1
Common.Other.GlobalPrompt.DailySeckill_PersonalItemtips	您的手真快，秒到了令人眼红的物品 #Z(%s,%s)	vous êtes très vite, vous avez acheté l'objet que les autres veulent en une seconde#Z(%s,%s)	1
Common.Other.GlobalPrompt.DailySeckill_PersonalTalenttips	您的手真快，秒到了令人眼红的物品 #L(%s,%s)	vous êtes très vite, vous avez acheté l'objet que les autres veulent en une seconde#L(%s,%s)	1
Common.Other.GlobalPrompt.DailySeckill_PersonalTarottips	您的手真快，秒到了令人眼红的物品 #t(#K(sTT,%s,%s))	vous êtes très vite, vous avez acheté l'objet que les autres veulent en une seconde#t(#K(sTT,%s,%s))	1
Common.Other.GlobalPrompt.DailySeckill_PreciousItemTips	#C(#00FF00)【天天秒杀】#n快抢手#C(#FFFF00)%s#n抢到了震惊全服的物品#Z(%s,%s)，可喜可贺啊！	#C(#00FF00)【achat rapide tous les jours】#njoueur rapide #C(#FFFF00)%s#na acquis l'objet célèbre à travers de tous serveur#Z(%s,%s)，félicitations !	1
Common.Other.GlobalPrompt.DailySeckill_PreciousTalentTips	#C(#00FF00)【天天秒杀】#n快抢手#C(#FFFF00)%s#n抢到了震惊全服的物品#L(%s,%s)，可喜可贺啊！	#C(#00FF00)【achat rapide tous les jours】#njoueur rapide #C(#FFFF00)%s#na acquis l'objet célèbre à travers de tous serveur#L(%s,%s)，félicitations !	1
Common.Other.GlobalPrompt.DailySeckill_PreciousTarotTips	#C(#00FF00)【天天秒杀】#n快抢手#C(#FFFF00)%s#n抢到了震惊全服的物品#t(#K(sTT,%s,%s)),可喜可贺啊！	#C(#00FF00)【achat rapide tous les jours】#njoueur rapide #C(#FFFF00)%s#na acquis l'objet célèbre à travers de tous serveur#t(#K(sTT,%s,%s)),félicitations !	1
Common.Other.GlobalPrompt.DailySeckill_SlowTips	您的手慢了，该道具已被他人秒掉	Vous êtes très lente, cet objet est acheté par les autres	1
Common.Other.GlobalPrompt.DailySeckill_StartTips	天天秒杀时刻开始，全城秒杀，心动不如手动	L'achat en une seconde commence dans toutes les cités, faire est mieux que vouloir	1
Common.Other.GlobalPrompt.DailySeckill_TimesTips	#C(#00FF00)【天天秒杀】#n今日秒杀第#C(#FFFF00)%s#n波将在1分钟后开始，赶紧准备#C(#00FF00)#U#A(#K(openeverydaybuy))参与抢购吧！#n#n	#C(#00FF00)【achat rapide tous les jours】#n la #C(#FFFF00)%s#n tour de l'achat rapide commencera dans 1 minuten préparez-vous à#C(#00FF00)#U#A(#K(openeverydaybuy)) participer à l'achat rapide！#n#n	1
Common.Other.GlobalPrompt.DragonSoul_Tips	龙灵 +%s#H	âme du dragon +%s#H	1
Common.Other.GlobalPrompt.DragonStele_Msg_Extra	#C(#00EE00)%s#C(#E87D22)祈祷满一百次，获得了龙神眷顾，额外得到了%s真是让人羡慕啊！	#C(#00EE00)%s#C(#E87D22)a prié cent fois, il est protecté par le dieu du dragon, et il a gagné %s, cela fait envier aux autres！	1
Common.Other.GlobalPrompt.DragonStele_Msg_Precious	#C(#00EE00)%s#C(#E87D22)诚心祈祷，感动了龙神，得到了%s真是让人羡慕啊！	#C(#00EE00)%s#C(#E87D22)a prié de tout coeur，le dieu du dragon est ému, il a reçu %scela fait envier aux autres！	1
Common.Other.GlobalPrompt.DragonStele_Tips_Head	得到神龙祝福，获得：#H	gagné le souhait du dragon magique, reçu：#H	1
Common.Other.GlobalPrompt.DragonVeinOnekeyGradeUpFailed	进化%s次，进化失败，%s的进化值提升%s点	évolution de %s fois, échec à évolution, la valeur de l'évolution de %s est augmenté de %s	1
Common.Other.GlobalPrompt.DragonVeinOnekeyGradeUpOkay	进化%s次，进化成功 ！%s提升至%s阶	évolution de %s fois, évolution avec succès!%s est amélioré au niveau %s	1
Common.Other.GlobalPrompt.DragonVeinOnekeyLevelUpFailed	升级%s次，升级失败，%s的祝福值提升了%s点	Amélioration de %s fois,amélioration avec échec, la valeur du souhait de %s est augmenté de %s points 	1
Common.Other.GlobalPrompt.DragonVeinOnekeyLevelUpOkay	升级%s次，升级成功！%s提升至%s级	Amélioration de %s fois,amélioration avec succès, %s est amélioré au niveau %s 	1
Common.Other.GlobalPrompt.DragonVein_AcvateOk	恭喜，成功激活了%s	Félicitations, vous avez activé %s avec succès	1
Common.Other.GlobalPrompt.DragonVein_GradeLuckUp	进化失败，进化值提升%s点	Evolution avec échec, la valeur de l'évolution est augmenté de %s 	1
Common.Other.GlobalPrompt.DragonVein_GradeUp	进化成功，%s提升至%s阶	évolution avec succès!%s est amélioré au niveau %s	1
Common.Other.GlobalPrompt.DragonVein_Lackof	材料不足	pas assez de matériaux 	1
Common.Other.GlobalPrompt.DragonVein_LevelLuckUp	升级失败，祝福值提升%s	amélioration avec échec, la valeur du souhait est augmenté de %s points 	1
Common.Other.GlobalPrompt.DragonVein_LevelMax	已达最高等级，无法继续升级	Vous avez déjà atteint le niveau le plus haut, vous ne pouvez plus améliorer	1
Common.Other.GlobalPrompt.DragonVein_LevelUp	升级成功，%s提升至%s级	amélioration avec succès, %s est amélioré au niveau %s 	1
Common.Other.GlobalPrompt.Dragon_Equip_Upgrade_Okay	恭喜，升阶成功	félicitations ,amélioration avec succès 	1
Common.Other.GlobalPrompt.DuanWuJieGlobalTell	#C(#E87D22)【欢乐粽子】#C(#00FF00)%s#C(#FFFFFF)玩家用一双巧手剥开黄金粽，意外发现了黄金粽中隐藏的神秘礼物：	#C(#E87D22)【boulette de joie】le joueur #C(#00FF00)%s#C(#FFFFFF)a ouvert une boulette en or à la main, et il a trouvé les cadeaux mystérieux cachés dans la boulette par hasard:	1
Common.Other.GlobalPrompt.DuanWuJieLink	#U#C(#00FF00)#A(#K(dlg,open_duanwu_panel))我要剥粽子#n#n#n	#U#C(#00FF00)#A(#K(dlg,open_duanwu_panel))je veux ouvrir la boulette#n#n#n	1
Common.Other.GlobalPrompt.DuanWuJieZongzi	剥粽成功，获得	Ouvrir la boulette avec succès, vous avez reçu	1
Common.Other.GlobalPrompt.EQUIPMENT_OnekeySTRENG_MSG1	金币不足，本次强化出现双倍强化%s次。	Les pièces d'or ne suffisent pas,l'augmentation de cette fois a %s fois de l'aumentation double	1
Common.Other.GlobalPrompt.EQUIPMENT_OnekeySTRENG_MSG2	强化等级不能高于角色等级，本次强化出现双倍强化%s次.	Le niveau de l'augmentation ne peut pas être supérieur que celui du rôle,l'augmentation de cette fois a %s fois de l'aumentation double	1
Common.Other.GlobalPrompt.EQUIPMENT_OnekeySTRENG_MSG3	金币不足	pas assez de pièces d'or 	1
Common.Other.GlobalPrompt.EQUIPMENT_OnekeySTRENG_MSG4	强化等级不能高于角色等级	Le niveau de l'augmentation ne peut pas être supérieur que celui du rôle	1
Common.Other.GlobalPrompt.EQUIPMENT_STRENG_MSG	双倍强化	enfoncement double 	1
Common.Other.GlobalPrompt.ERROR_NULL_MSG	修改名字不能为空,请输入名字	le nom corrigé n'est pas disponible pour être vide, entrez le nom	1
Common.Other.GlobalPrompt.ERROR_SAME_NAME	该角色名已被使用，请重新输入	nom occupé ,entrer à nouveau 	1
Common.Other.GlobalPrompt.ERROR_WRONG_NAME	该名字不合法，请重新输入	nom illégal,entrer à nouveau 	1
Common.Other.GlobalPrompt.Enchant_Abroad_Msg	要逆天了！%s将#Z(%s,%s)附魔等级提升到了%s级，这是要称霸全服的节奏啊。#C(#00FF00)#U#A(#K(ZBFM))我要附魔！#n#n	c'est incroyable！%s a augmenté le niveau du démon adjoint#Z(%s,%s) au niveau %s，c'est le ryhtheme de dominer tous les serveurs #C(#00FF00)#U#A(#K(ZBFM))je veux un démon adjoint！#n#n	1
